Run, Vehicle_Length, Vehicle_Width, Vehicle_Height, Front_Overhang, Front_Planview, Hood_Angle, Approach_Angle, Windscreen_Angle, Greenhouse_Tapering, Backlight_Angle, Decklid_Height, Rearend_tapering, Rear_Overhang, Rear_Diffusor_Angle, Vehicle_Ride_Height, Vehicle_Pitch
436,107.169, 31.611, -29.7083, 72.5592, 18.0948, 49.2473, -0.811751, -107.617, -21.3982, 14.0426, 35.8256, 35.3068, -53.4328, 37.0823, 48.9339, -0.296516
437,-142.831, 6.61096, 45.2917, 41.3092, 74.3448, 36.7473, 25.4382, -145.117, 53.6018, -23.4574, -26.6744, 15.3068, 40.3172, 24.5823, -13.5661, -0.546516
438,57.1688, -93.389, -54.7083, -83.6908, -0.655237, -13.2527, -9.56175, 4.88294, -46.3982, 126.543, 23.3256, -64.6932, -84.6828, -25.4177, 36.4339, 0.453484
439,-42.8312, 56.611, 95.2917, -146.191, -38.1552, -38.2527, -27.0618, -70.1171, -96.3982, 51.5426, -1.67436, 55.3068, -147.183, 49.5823, 11.4339, -0.0465161
440,157.169, -43.389, -4.70828, -21.1908, 36.8448, 11.7473, 7.93825, 79.8829, 3.60182, -98.4574, 48.3256, -24.6932, -22.1828, -0.417721, -38.5661, 0.953484
441,232.169, -55.889, -67.2083, 88.1842, 64.9698, 5.49732, -13.9368, -88.8671, 41.1018, 182.793, 17.0756, 45.3068, 24.6922, -6.66772, 30.1839, -0.171516
442,32.1688, 44.111, 32.7917, -36.8158, -10.0302, -44.5027, 21.0632, 61.1329, -58.8982, 32.7926, -32.9244, -34.6932, -100.308, 43.3323, -19.8161, 0.828484
443,-67.8312, -5.88904, -17.2083, -99.3158, -47.5302, 30.4973, 3.56325, -13.8671, 91.1018, -42.2074, 42.0756, -74.6932, 87.1922, 18.3323, -44.8161, 0.328484
444,132.169, 94.111, 82.7917, 25.6842, 27.4698, -19.5027, -31.4368, 136.133, -8.89818, 107.793, -7.92436, 5.30684, -37.8078, -31.6677, 5.18391, -0.671516
445,-117.831, 69.111, -42.2083, -5.56577, -66.2802, -32.0027, -5.18675, 98.6329, 66.1018, 70.2926, 29.5756, -14.6932, 55.9422, -44.1677, 42.6839, -0.921516
446,82.1688, -30.889, 57.7917, -130.566, 8.71976, 17.9973, 29.8132, -51.3671, -33.8982, -79.7074, -20.4244, 65.3068, -69.0578, 5.83228, -7.31609, 0.0784839
447,-17.8312, -80.889, 7.79172, 56.9342, -28.7802, -7.00268, 12.3132, -126.367, -83.8982, 145.293, -45.4244, 25.3068, -131.558, -19.1677, -32.3161, -0.421516
448,182.169, 19.111, -92.2083, -68.0658, 46.2198, 42.9973, -22.6868, 23.6329, 16.1018, -4.70744, 4.57564, -54.6932, -6.55779, 30.8323, 17.6839, 0.578484
449,191.544, 42.5485, 24.9792, -85.6439, -6.51461, -32.7839, -7.92113, 40.0392, 70.7893, 105.449, -11.8306, -25.9432, -31.9484, -19.949, -36.2223, -0.812141
450,-8.45616, -57.4515, -75.0208, 39.3561, 68.4854, 17.2161, 27.0789, -109.961, -29.2107, -44.5512, 38.1694, 54.0568, 93.0516, 30.051, 13.7777, 0.187859
451,-108.456, 92.5485, 74.9792, -23.1439, 30.9854, -7.78393, 9.57887, 115.039, -79.2107, 180.449, 13.1694, 14.0568, 30.5516, 5.05103, -11.2223, -0.312141
452,91.5438, -7.45154, -25.0208, -148.144, -44.0146, 42.2161, -25.4211, -34.9608, 20.7893, 30.4488, -36.8306, -65.9432, -94.4484, -44.949, 38.7777, 0.687859
453,241.544, -32.4515, 49.9792, 70.6061, 12.2354, 29.7161, 0.828874, -72.4608, 95.7893, -7.05119, 0.669393, -85.9432, -0.698411, 42.551, -23.7223, 0.437859
454,41.5438, 67.5485, -50.0208, -54.3939, -62.7646, -20.2839, -34.1711, 77.5392, -4.21068, 142.949, -49.3306, -5.94316, -125.698, -7.44897, 26.2777, -0.562141
455,-58.4562, 17.5485, 99.9792, -116.894, 49.7354, -45.2839, 18.3289, 2.53919, -54.2107, 67.9488, 25.6694, -45.9432, 61.8016, -32.449, 1.27766, 0.937859
456,141.544, -82.4515, -0.0207782, 8.1061, -25.2646, 4.71607, -16.6711, -147.461, 45.7893, -82.0512, -24.3306, 34.0568, -63.1984, 17.551, -48.7223, -0.0621411
457,216.544, -94.9515, -62.5208, -132.519, 2.86039, -1.53393, -38.5461, -16.2108, 83.2893, 199.199, 44.4194, -55.9432, -16.3234, 11.301, 20.0277, 0.812859
458,16.5438, 5.04846, 37.4792, -7.5189, -72.1396, 48.4661, -3.54613, 133.789, -16.7107, 49.1988, -5.58061, 24.0568, -141.323, -38.699, -29.9723, -0.187141
459,-83.4562, -44.9515, -12.5208, -70.0189, 40.3604, 23.4661, -21.0461, 58.7892, -66.7107, -25.8012, -30.5806, -15.9432, 46.1766, 36.301, 45.0277, -0.687141
460,116.544, 55.0485, 87.4792, 54.9811, -34.6396, -26.5339, 13.9539, -91.2108, 33.2893, 124.199, 19.4194, 64.0568, -78.8234, -13.699, -4.97234, 0.312859
461,-133.456, 30.0485, -37.5208, 23.7311, 21.6104, -39.0339, -29.7961, -128.711, -91.7107, 86.6988, -43.0806, 44.0568, 14.9266, -26.199, 32.5277, 0.0628589
462,66.5438, -69.9515, 62.4792, -101.269, -53.3896, 10.9661, 5.20387, 21.2892, 8.28932, -63.3012, 6.91939, -35.9432, -110.073, 23.801, -17.4723, -0.937141
463,-33.4562, 80.0485, 12.4792, 86.2311, 59.1104, -14.0339, -12.2961, -53.7108, -41.7107, 161.699, -18.0806, -75.9432, 77.4266, -1.19897, -42.4723, 0.562859
464,166.544, -19.9515, -87.5208, -38.7689, -15.8896, 35.9661, 22.7039, 96.2892, 58.2893, 11.6988, 31.9194, 4.05684, -47.5734, 48.801, 7.52766, -0.437141
465,204.044, 73.7985, -18.7708, -109.081, 73.1729, 32.8411, 11.7664, -138.086, 77.0393, 152.324, -33.7056, -40.9432, -149.136, 45.676, -8.09734, 0.000358939
466,4.04384, -26.2015, 81.2292, 15.9186, -1.82711, -17.1589, -23.2336, 11.9142, -22.9607, 2.32381, 16.2944, 39.0568, -24.1359, -4.32397, 41.9027, -0.999641
467,-95.9562, -76.2015, 31.2292, -46.5814, -39.3271, -42.1589, 29.2664, -63.0858, -72.9607, -72.6762, -8.70561, -0.943155, -86.6359, -29.324, 16.9027, 0.500359
468,104.044, 23.7985, -68.7708, 78.4186, 35.6729, 7.84107, -5.73363, 86.9142, 27.0393, 77.3238, 41.2944, -80.9432, 38.3641, 20.676, -33.0973, -0.499641
469,-145.956, -1.20154, 6.22922, 47.1686, -58.0771, -4.65893, 20.5164, 49.4142, -97.9607, 39.8238, -21.2056, 59.0568, -117.886, 8.17603, 4.40266, -0.749641
470,54.0438, 98.7985, -93.7708, -77.8314, 16.9229, 45.3411, -14.4836, -100.586, 2.03932, 189.824, 28.7944, -20.9432, 7.11409, -41.824, -45.5973, 0.250359
471,-45.9562, 48.7985, 56.2292, -140.331, -20.5771, 20.3411, -31.9836, 124.414, -47.9607, 114.824, 3.79439, -60.9432, -55.3859, 33.176, 29.4027, -0.249641
472,154.044, -51.2015, -43.7708, -15.3314, 54.4229, -29.6589, 3.01637, -25.5858, 52.0393, -35.1762, -46.2056, 19.0568, 69.6141, -16.824, -20.5973, 0.750359
473,229.044, -63.7015, 93.7292, 94.0436, -67.4521, -35.9089, -18.8586, 105.664, 89.5393, -53.9262, 22.5444, -70.9432, -133.511, -23.074, 48.1527, -0.374641
474,29.0438, 36.2985, -6.27078, -30.9564, 7.54789, 14.0911, 16.1414, -44.3358, -10.4607, 96.0738, -27.4556, 9.05684, -8.51091, 26.926, -1.84734, 0.625359
475,-70.9562, -13.7015, -56.2708, -93.4564, -29.9521, -10.9089, -1.35863, -119.336, -60.4607, 21.0738, 47.5444, -30.9432, -71.0109, 1.92603, -26.8473, 0.125359
476,129.044, 86.2985, 43.7292, 31.5436, 45.0479, 39.0911, -36.3586, 30.6642, 39.5393, 171.074, -2.45561, 49.0568, 53.9891, -48.074, 23.1527, -0.874641
477,-120.956, 61.2985, -81.2708, 0.293604, -48.7021, 26.5911, -10.1086, -6.83581, -85.4607, 133.574, 35.0444, 29.0568, -102.261, 39.426, -39.3473, 0.875359
478,79.0438, -38.7015, 18.7292, -124.706, 26.2979, -23.4089, 24.8914, 143.164, 14.5393, -16.4262, -14.9556, -50.9432, 22.7391, -10.574, 10.6527, -0.124641
479,-20.9562, -88.7015, -31.2708, 62.7936, -11.2021, -48.4089, 7.39137, 68.1642, -35.4607, -91.4262, -39.9556, 69.0568, -39.7609, -35.574, -14.3473, -0.624641
480,179.044, 11.2985, 68.7292, -62.2064, 63.7979, 1.59107, -27.6086, -81.8358, 64.5393, 58.5738, 10.0444, -10.9432, 85.2391, 14.426, 35.6527, 0.375359
481,197.794, 58.1735, -96.8958, -97.3626, -41.6709, -49.9714, 1.92262, -49.0233, -26.0857, -21.1137, -22.7681, 46.5568, 34.4578, 12.8635, 27.8402, -0.405891
482,-2.20616, -41.8265, 3.10422, 27.6374, 33.3291, 0.0285745, -33.0774, 100.977, 73.9143, 128.886, 27.2319, -33.4432, -90.5422, -37.1365, -22.1598, 0.594109
483,-102.206, -91.8265, -46.8958, -34.8626, -4.17086, -24.9714, 19.4226, 25.9767, 23.9143, 53.8863, 2.23189, -73.4432, 96.9578, 37.8635, -47.1598, 0.0941089
484,97.7938, 8.17346, 53.1042, 90.1374, 70.8291, 25.0286, -15.5774, -124.023, -76.0857, -96.1137, -47.7681, 6.55684, -28.0422, -12.1365, 2.84016, -0.905891
485,247.794, -16.8265, -71.8958, 58.8874, -22.9209, 12.5286, 10.6726, 138.477, -1.08568, 166.386, -10.2681, -13.4432, 65.7078, -24.6365, 40.3402, 0.844109
486,47.7938, 83.1735, 28.1042, -66.1126, 52.0791, -37.4714, -24.3274, -11.5233, 98.9143, 16.3863, 39.7319, 66.5568, -59.2922, 25.3635, -9.65984, -0.155891
487,-52.2062, 33.1735, -21.8958, -128.613, 14.5791, 37.5286, 28.1726, -86.5233, 48.9143, -58.6137, 14.7319, 26.5568, -121.792, 0.363529, -34.6598, -0.655891
488,147.794, -66.8265, 78.1042, -3.61265, -60.4209, -12.4714, -6.82738, 63.4767, -51.0857, 91.3863, -35.2681, -53.4432, 3.20784, -49.6365, 15.3402, 0.344109
489,222.794, -79.3265, 15.6042, -144.238, -32.2959, -18.7214, -28.7024, -105.273, -13.5857, 72.6363, 33.4819, 16.5568, 50.0828, 44.1135, -15.9098, -0.780891
490,22.7938, 20.6735, -84.3958, -19.2376, 42.7041, 31.2786, 6.29762, 44.7267, 86.4143, -77.3637, -16.5181, -63.4432, -74.9172, -5.88647, 34.0902, 0.219109
491,-77.2062, -29.3265, 65.6042, -81.7376, 5.20414, 6.27857, -11.2024, -30.2733, 36.4143, 147.636, -41.5181, 56.5568, -137.417, -30.8865, 9.09016, -0.280891
492,122.794, 70.6735, -34.3958, 43.2624, -69.7959, -43.7214, 23.7976, 119.727, -63.5857, -2.36369, 8.48189, -23.4432, -12.4172, 19.1135, -40.9098, 0.719109
493,-127.206, 45.6735, 40.6042, 12.0124, -13.5459, 43.7786, -19.9524, 82.2267, 11.4143, -39.8637, 45.9819, -43.4432, 81.3328, 6.61353, -3.40984, 0.469109
494,72.7938, -54.3265, -59.3958, -112.988, 61.4541, -6.22143, 15.0476, -67.7733, -88.5857, 110.136, -4.01811, 36.5568, -43.6672, -43.3865, 46.5902, -0.530891
495,-27.2062, 95.6735, 90.6042, 74.5124, 23.9541, -31.2214, -2.45238, -142.773, 61.4143, 35.1363, -29.0181, -3.44316, -106.167, 31.6135, 21.5902, 0.969109
496,172.794, -4.32654, -9.39578, -50.4876, -51.0459, 18.7786, -37.4524, 7.22669, -38.5857, 185.136, 20.9819, -83.4432, 18.8328, -18.3865, -28.4098, -0.0308911
497,210.294, 89.4235, 59.3542, -120.8, 38.0166, 15.6536, 21.6101, 72.8517, -19.8357, 25.7613, -44.6431, 31.5568, -82.7297, -21.5115, -44.0348, 0.406609
498,10.2938, -10.5765, -40.6458, 4.19985, -36.9834, -34.3464, -13.3899, -77.1483, 80.1643, 175.761, 5.35689, -48.4432, 42.2703, 28.4885, 5.96516, -0.593391
499,-89.7062, -60.5765, -90.6458, -58.3001, -74.4834, 40.6536, -30.8899, 147.852, 30.1643, 100.761, -19.6431, -88.4432, -20.2297, 3.48853, -19.0348, 0.906609
500,110.294, 39.4235, 9.35422, 66.6999, 0.516638, -9.34643, 4.11012, -2.14831, -69.8357, -49.2387, 30.3569, -8.44316, -145.23, -46.5115, 30.9652, -0.0933911
